cv_id,jd_id,cv_group,jd_group,job_title,tfidf_score,sbert_score,bge_score,e5_score,gte_score,section_score,requirement_score,llm_score,pseudo_label_score,method_disagreement,pseudo_label,method_errors
resume_custom_05148,jd_custom_03813,Finance,Technology,Termite Control Technician – Field Service Rep (Entry Level) Job in Fort Myers,1.891,25.094,,,,62.547,2.8571,,23.0973,28.3998,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02017,Finance,Construction,General Laborer ( G ) Job in Las Vegas,0.5073,41.6093,,,,70.8047,1.4286,,28.5875,34.0488,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_03668,Finance,Science,Bilingual Accounts Payable Specialist Job in Atlanta,1.7304,28.4513,,,,64.2257,20.0,,28.6019,26.237,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_03671,Finance,Security,Command Center Officer - Work at Major Brewery in Milwaukee! Job in Wisconsin US body { margin:px; overflow: visible !important; } #ejb_header { color: #; font-family: Verdana,2.3346,29.8911,,,,64.9455,14.375,,27.8866,27.1591,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02003,Finance,Administrative,Office Clerk Job in Green Valley,1.1699,42.5409,,,,71.2705,22.5,,34.3703,29.8415,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02296,Finance,Engineering,Cryptologic Linguist Job in Johnstown body { margin:px; overflow: visible !important; } #ejb_header { color: #; font-family: Verdana,2.4776,14.6029,,,,57.3014,3.125,,19.3767,25.8893,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_03136,Finance,Marketing,Sr Utility Coordinator Job in Atlanta,3.5931,53.7485,,,,76.8742,2.6923,,34.227,37.1158,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_03462,Finance,Other,"Pennsylvania Tool & Gages Inc. Job Application for Machinists/Operators | Monster.com var MONS_LOG_VARS = {""JobID"":",0.6896,20.5271,,,,60.2636,2.0,,20.8701,27.7807,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_03029,Finance,Manufacturing,Maintenance Technician Job in Atlanta,0.9589,36.569,,,,68.2845,1.8182,,26.9077,32.188,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02761,Finance,Human Resources,"Anchor Staffing Job Application for General Laborer- Automotive Sorters & Packagers | Monster.com var MONS_LOG_VARS = {""JobID"":",0.7982,20.842,,,,60.421,1.4286,,20.8725,27.9591,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02395,Finance,Finance,Fleet Management Account Manager - Cincinnati Job in Cincinnati,5.2315,37.581,,,,68.7905,25.0,,34.1507,26.6567,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02713,Finance,Healthcare,Executive Engineer- Power Utility Telecommunications,2.8424,32.6355,,,,66.3177,23.3929,,31.2971,26.4599,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_03613,Finance,Sales,Prepared Foods Clerk ( Part-time) - Jamestown Giant Eagle Job in Warren,1.7738,32.8218,,,,66.4109,23.4375,,31.111,26.886,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02806,Finance,Legal,Investment Advisor Regulatory Counsel Job in Englewood,0.8529,24.3674,,,,62.1837,3.75,,22.7885,28.2731,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02110,Finance,Customer Support,Premier Security Specialists/Graveshifts - San Francisco,2.2284,17.1582,,,,58.5791,13.5714,,22.8843,24.6327,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02245,Finance,Education,Lead Teacher Job in Madison,2.6108,21.5422,,,,60.7711,22.75,,26.9185,24.3799,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02038,Finance,Creative Media,Stand Up Forklift Operator Job in Ontario,0.5037,31.9201,,,,65.96,1.6667,,25.0126,30.9307,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02736,Finance,Hospitality,Banquet Server - Food Runner -Busser - Houseman Job in Washington,1.2094,29.4725,,,,64.7363,2.8571,,24.5688,29.7463,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02815,Finance,Logistics,Security Officer-St. Joseph,2.4742,23.1355,,,,61.5677,14.2857,,25.3658,25.5757,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_03414,Finance,Operations,Office Manager - Part Time / days per week Job in Miami,5.1892,41.4881,,,,70.7441,25.0,,35.6054,27.7306,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_00238,Finance,Technology,Java Developer,2.6945,42.6156,,,,63.6935,29.9464,,34.7375,25.4966,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02014,Finance,Construction,Screed Operator Job in Stephenson,1.7711,16.1914,,,,58.0957,2.8571,,19.7288,26.405,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_03667,Finance,Science,UX Designer Job in South San Francisco,1.5727,45.2124,,,,72.6062,0.0,,29.8478,35.3776,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02002,Finance,Administrative,Executive Admin / Admin Job in San Diego,2.6132,42.3672,,,,71.1836,22.5,,34.666,29.2588,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02312,Finance,Engineering,Survey Technician / CAD Drafter / Land Job in Dallas,3.0819,31.8289,,,,65.9144,24.2857,,31.2777,26.1017,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_03127,Finance,Marketing,Product Safety Specialist () Job in Houston,3.2301,23.219,,,,61.6095,22.6087,,27.6668,24.4583,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_03447,Finance,Other,UPS Automotive Mechanic Job in Williamsport,1.4057,16.7272,,,,58.3636,13.3333,,22.4575,24.8228,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02987,Finance,Manufacturing,Sous Chefs - Culinary Growth Galore! Job in Bridgewater,3.856,39.4172,,,,69.7086,1.25,,28.558,32.4921,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05148,jd_custom_02751,Finance,Human Resources,Recruiter Job in Juno Beach,3.642,40.4045,,,,70.2023,23.75,,34.4997,28.1502,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
