cv_id,jd_id,cv_group,jd_group,job_title,tfidf_score,sbert_score,bge_score,e5_score,gte_score,section_score,requirement_score,llm_score,pseudo_label_score,method_disagreement,pseudo_label,method_errors
resume_custom_05998,jd_custom_02295,Teacher,Engineering,Program Assistant / Analyst at EOUSA Office of Legal and Victim Programs Job in Washington,1.7993,21.3292,,,,60.9083,1.1111,,21.287,28.0279,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05998,jd_custom_03210,Teacher,Marketing,Litigation Legal Secretary - Indianapolis Job in Indianapolis,0.4151,19.2024,,,,59.9672,1.6667,,20.3129,27.7927,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05998,jd_custom_03465,Teacher,Other,Police Examinations Job in Chillicothe,0.8155,9.8986,,,,55.306,0.0,,16.505,26.2535,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03392,Hr,Operations,Soil Operator Job in Oakland,1.1747,22.0487,,,,61.0244,1.4583,,21.4265,28.1499,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03813,Hr,Technology,Termite Control Technician – Field Service Rep (Entry Level) Job in Fort Myers,1.1378,28.0108,,,,64.0054,2.1429,,23.8242,29.5342,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02017,Hr,Construction,General Laborer ( G ) Job in Las Vegas,0.6552,26.3059,,,,63.153,0.0,,22.5285,29.7243,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03668,Hr,Science,Bilingual Accounts Payable Specialist Job in Atlanta,1.1986,14.7786,,,,57.3893,0.0,,18.3416,26.8807,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03671,Hr,Security,Command Center Officer - Work at Major Brewery in Milwaukee! Job in Wisconsin US body { margin:px; overflow: visible !important; } #ejb_header { color: #; font-family: Verdana,1.3733,37.6511,,,,68.8256,0.9375,,27.1969,32.653,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02003,Hr,Administrative,Office Clerk Job in Green Valley,1.3631,34.4885,,,,67.2442,0.0,,25.774,31.9161,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02296,Hr,Engineering,Cryptologic Linguist Job in Johnstown body { margin:px; overflow: visible !important; } #ejb_header { color: #; font-family: Verdana,2.1149,25.1939,,,,62.597,2.5,,23.1014,28.4554,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03136,Hr,Marketing,Sr Utility Coordinator Job in Atlanta,4.4291,35.9591,,,,67.9796,1.9231,,27.5727,31.0729,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03462,Hr,Other,"Pennsylvania Tool & Gages Inc. Job Application for Machinists/Operators | Monster.com var MONS_LOG_VARS = {""JobID"":",0.8242,14.7036,,,,57.3518,1.0,,18.4699,26.7242,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03029,Hr,Manufacturing,Maintenance Technician Job in Atlanta,0.9752,30.191,,,,65.0955,2.5,,24.6904,30.0979,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02761,Hr,Human Resources,"Anchor Staffing Job Application for General Laborer- Automotive Sorters & Packagers | Monster.com var MONS_LOG_VARS = {""JobID"":",0.5503,22.3468,,,,61.1734,0.0,,21.0176,28.7223,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02395,Hr,Finance,Fleet Management Account Manager - Cincinnati Job in Cincinnati,4.1165,38.0989,,,,69.0495,4.2857,,28.8876,31.1806,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02713,Hr,Healthcare,Executive Engineer- Power Utility Telecommunications,2.867,26.4449,,,,63.2225,1.6071,,23.5354,28.8188,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03613,Hr,Sales,Prepared Foods Clerk ( Part-time) - Jamestown Giant Eagle Job in Warren,2.2753,33.9191,,,,66.9596,1.5625,,26.1791,31.093,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02806,Hr,Legal,Investment Advisor Regulatory Counsel Job in Englewood,0.2859,22.8025,,,,61.4012,2.5,,21.7474,28.3113,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02110,Hr,Customer Support,Premier Security Specialists/Graveshifts - San Francisco,1.3144,25.1222,,,,62.5611,1.4286,,22.6066,28.8938,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02245,Hr,Education,Lead Teacher Job in Madison,2.5603,25.3049,,,,62.6524,1.0,,22.8794,28.748,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02038,Hr,Creative Media,Stand Up Forklift Operator Job in Ontario,0.3811,33.875,,,,66.9375,1.6667,,25.7151,31.5489,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02736,Hr,Hospitality,Banquet Server - Food Runner -Busser - Houseman Job in Washington,1.479,37.1542,,,,68.5771,1.7857,,27.249,32.2418,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02815,Hr,Logistics,Security Officer-St. Joseph,2.2438,31.5557,,,,65.7778,1.4286,,25.2515,30.4358,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03414,Hr,Operations,Office Manager - Part Time / days per week Job in Miami,5.2467,44.2322,,,,72.1161,4.375,,31.4925,32.847,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_00238,Hr,Technology,Java Developer,2.9327,35.8343,,,,65.7048,6.6429,,27.7787,29.2536,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02014,Hr,Construction,Screed Operator Job in Stephenson,1.3771,13.3026,,,,56.6513,1.7143,,18.2613,26.1869,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03667,Hr,Science,UX Designer Job in South San Francisco,2.7392,33.0962,,,,66.5481,0.0,,25.5959,31.1497,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02002,Hr,Administrative,Executive Admin / Admin Job in San Diego,1.915,36.2235,,,,68.1117,1.25,,26.8751,31.9766,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02312,Hr,Engineering,Survey Technician / CAD Drafter / Land Job in Dallas,1.8263,27.5393,,,,63.7697,3.5714,,24.1767,28.885,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03127,Hr,Marketing,Product Safety Specialist () Job in Houston,3.5908,16.7905,,,,58.3953,2.1739,,20.2376,26.2761,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03447,Hr,Other,UPS Automotive Mechanic Job in Williamsport,1.1202,26.529,,,,63.2645,3.3333,,23.5617,28.8555,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02987,Hr,Manufacturing,Sous Chefs - Culinary Growth Galore! Job in Bridgewater,3.687,31.1007,,,,65.5504,0.4167,,25.1887,30.2214,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02751,Hr,Human Resources,Recruiter Job in Juno Beach,5.2315,46.2046,,,,73.1023,0.0,,31.1346,34.779,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02419,Hr,Finance,Associate Attorney Job in Columbus,0.7568,27.0628,,,,63.5314,1.25,,23.1502,29.5919,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02601,Hr,Healthcare,Physical Therapist Job in San Antonio,1.6674,18.6494,,,,59.3247,0.3846,,20.0065,27.5021,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03646,Hr,Sales,Marketing Communications Specialist Job in Branchburg,2.602,28.6772,,,,64.3386,1.1364,,24.1886,29.6061,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02770,Hr,Legal,Legal Assistant II at USAO Job in Syracuse,1.5433,23.4841,,,,61.742,0.3571,,21.7816,28.6841,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02127,Hr,Customer Support,UC DAAP-Food Service Worker Job in Cincinnati,2.128,31.8358,,,,65.9179,0.8333,,25.1788,30.7031,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02254,Hr,Education,Career Development Specialist Job in Austin,4.1016,41.3574,,,,70.6787,3.5,,29.9094,32.4381,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02034,Hr,Creative Media,Light Industrial - Record Center Specialist Job in Dallas,0.8967,29.2606,,,,64.6303,0.0,,23.6969,30.4844,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02737,Hr,Hospitality,Experienced Server Job in New Port Richey,1.2651,33.7704,,,,66.8852,3.0,,26.2302,30.9439,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02837,Hr,Logistics,Security Officer-Southwest City Job in Arkansas US body { margin:px; overflow: visible !important; } #ejb_header { color: #; font-family: Verdana,1.7515,32.6592,,,,66.3296,3.3333,,26.0184,30.4006,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03438,Hr,Operations,Engineer - Quality Job in Dixon,2.6117,35.3871,,,,67.6936,1.1225,,26.7037,31.5721,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_00808,Hr,Technology,Wordpress Developer,1.6993,44.9349,,,,72.4719,2.2917,,30.3494,34.6175,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02008,Hr,Construction,Sr. Estimator - commercial construction - Orlando,1.4125,28.7425,,,,64.3713,1.7647,,24.0728,29.7597,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03669,Hr,Science,UA Monitor Job in Las Vegas,1.0927,28.8511,,,,64.4256,0.7143,,23.7709,30.1359,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02001,Hr,Administrative,Executive Assistant (Spanish Bilingual Preferred) Job in Coppell,3.4703,33.3646,,,,66.6823,1.4474,,26.2411,30.6565,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02319,Hr,Engineering,Japanese Translator Job in Knoxville,0.888,28.4673,,,,64.2337,1.0,,23.6473,30.0076,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03125,Hr,Marketing,Administrative Assistant - Account Transitions Job in Dallas,3.3174,30.1006,,,,65.0503,1.9565,,25.1062,29.6149,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03443,Hr,Other,Pet Groomer / Pet Stylist ** Excellent Pay ** Job in Fairfax,0.734,30.4144,,,,65.2072,1.6667,,24.5056,30.4316,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03077,Hr,Manufacturing,Quality Assurance Technician,1.8565,34.9512,,,,67.4756,0.0,,26.0708,31.9335,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02759,Hr,Human Resources,Human Resources Coordinator Job in Indianapolis,3.5885,35.748,,,,67.874,2.5,,27.4276,31.0635,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02405,Hr,Finance,Underwriting Specialist Job in Dallas,2.8203,26.6792,,,,63.3396,2.0,,23.7098,28.7925,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02650,Hr,Healthcare,Monster,7.1943,47.4226,,,,73.7113,2.1429,,32.6178,34.0731,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03637,Hr,Sales,Restaurant General Manager Job in Ft. Lauderdale,4.3535,39.4315,,,,69.7158,3.75,,29.3127,31.6818,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02805,Hr,Legal,Corporate Merger and Acquisitions Associate Job in Los Angeles,0.0999,25.8847,,,,62.9424,0.0,,22.2318,29.7477,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02223,Hr,Customer Support,Food Service Worker - UC Papa John's Job in Cincinnati,2.2225,31.4645,,,,65.7322,0.8333,,25.0631,30.5708,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02258,Hr,Education,"Maryville College Job Application for Instructor of Chemistry | Monster.com var MONS_LOG_VARS = {""JobID"":",0.6383,10.2921,,,,55.1461,0.9375,,16.7535,25.9845,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02035,Hr,Creative Media,General Maintenance Technician Job in Corinth,1.3392,24.5597,,,,62.2798,2.0,,22.5447,28.6048,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02732,Hr,Hospitality,Busser / Runner Job in Saint Helena,1.9019,30.3389,,,,65.1695,2.0,,24.8526,30.0251,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02831,Hr,Logistics,Security Officer-Kansas City,1.5125,32.3769,,,,66.1884,2.5,,25.6445,30.5895,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03398,Hr,Operations,Maintenance Controller - Las Vegas,1.3357,34.328,,,,67.164,2.2727,,26.2751,31.2775,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_00616,Hr,Technology,iOS Developer,1.5037,17.4643,,,,58.7322,1.579,,19.8198,27.0057,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02005,Hr,Construction,"Brixmor Job Application for Entry Level Construction Coordinator | Monster.com var MONS_LOG_VARS = {""JobID"":",2.5362,30.5306,,,,65.2653,2.0,,25.083,29.9192,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03666,Hr,Science,Business Analyst Job in Doylestown,3.1129,31.6432,,,,65.8216,2.7778,,25.8389,29.892,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02309,Hr,Engineering,Cisco Voice Design Engineer Job in Lynchburg,1.3102,38.3059,,,,69.153,3.3333,,28.0256,32.252,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03171,Hr,Marketing,Event Marketing Coordinator / PR - College Graduates Job in Las Vegas,3.7676,45.5039,,,,72.7519,3.0769,,31.2751,34.0323,good_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03451,Hr,Other,"Oak Creek Ranch School Job Application for Weekend Office Person | Monster.com var MONS_LOG_VARS = {""JobID"":",0.2315,25.6134,,,,62.8067,0.8333,,22.3712,29.4369,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02939,Hr,Manufacturing,Restaurant Team Member - West Highway (Venus,3.1771,32.7254,,,,66.3627,1.9231,,26.0471,30.4135,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02755,Hr,Human Resources,Automatic Screw Machine Operators Job in | Monster.com function wrap(EL,0.9998,19.6075,,,,59.8037,0.625,,20.259,27.8126,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02347,Hr,Finance,EXEC ASST II Job in Memphis,3.5482,35.2816,,,,67.6408,2.2619,,27.1831,30.9951,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02550,Hr,Healthcare,Entry Level Event Coordinator: Marketing,3.416,36.7836,,,,68.3918,1.5385,,27.5325,31.6878,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_03645,Hr,Sales,Convenience Sub Shop Clerk (Part Time) - Brookville GetGo Job in Brookville,2.662,37.5075,,,,68.7537,2.0,,27.7308,31.9843,uncertain_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02783,Hr,Legal,Executive Director Senior Legal Counsel (Patent Litigation) Job in Dallas,2.2113,32.3237,,,,66.1619,2.5,,25.7992,30.3917,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02160,Hr,Customer Support,Security Officer (Festus,1.4139,28.7342,,,,64.3671,1.25,,23.9413,29.8864,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02249,Hr,Education,"Confidential Job Application for Temporary FT Forestry Worker | Monster.com var MONS_LOG_VARS = {""JobID"":",0.9697,25.9997,,,,62.9998,1.9231,,22.9731,29.0892,average_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
resume_custom_05547,jd_custom_02031,Hr,Creative Media,Claims Examiner-Workers' Compensation Job in Dallas,2.8453,18.3909,,,,59.1954,1.25,,20.4204,26.9815,bad_candidate,"bge_score: Skipped by method selection.; e5_score: Skipped by method selection.; gte_score: Skipped by method selection.; llm_score: Skipped by default because 10,000 local LLM calls are too slow. Rerun with --include-llm if needed."
